NEGERI,PPD,PARLIMEN,DUN,PERINGKAT,JENIS/LABEL,KODSEKOLAH,NAMASEKOLAH,ALAMATSURAT,POSKODSURAT,BANDARSURAT,NOTELEFON,NOFAX,EMAIL,LOKASI,GRED,BANTUAN,BILSESI,SESI,ENROLMEN PRASEKOLAH,ENROLMEN,ENROLMEN KHAS,GURU,PRASEKOLAH,INTEGRASI,KOORDINATXX,KOORDINATYY,SKM<=150
PERAK,PPD KINTA UTARA, TAMBUN, HULU KINTA,Rendah,SK,ABA2009,SEKOLAH KEBANGSAAN SYED IDRUS,KUANG,31200,CHEMOR,52015669,52015669,ABA2009@moe.edu.my,Luar Bandar,B,SK,1 Sesi,Pagi Sahaja,24,213,27,24,ADA,ADA,101.1405666,4.769492539,
PERAK,PPD KINTA UTARA, IPOH TIMOR, TEBING TINGGI,Rendah,SK,ABA2010,SEKOLAH KEBANGSAAN DATO' PANGLIMA KINTA,JALAN TUN PERAK,30200,IPOH,52545680,52544884,ABA2010@moe.edu.my,Bandar,B,SK,1 Sesi,Pagi Sahaja,22,232,,24,ADA,TIADA,101.069669,4.591497,
PERAK,PPD KINTA UTARA, IPOH BARAT, KEPAYANG,Rendah,SK,ABA2011,SEKOLAH KEBANGSAAN JALAN PANGLIMA BUKIT GANTANG,JALAN PANGLIMA BUKIT GANTANG WAHAB,30000,IPOH,52559896,52432785,ABA2011@moe.edu.my,Bandar,B,SK,1 Sesi,Pagi Sahaja,50,547,,46,ADA,TIADA,101.079627,4.607156,
PERAK,PPD KINTA UTARA, IPOH BARAT, KEPAYANG,Rendah,SK,ABA2012,SEKOLAH KEBANGSAAN SERI KEPAYANG,FAIR PARK,31400,IPOH,55450905,55450905,ABA2012@moe.edu.my,Bandar,B,SK,1 Sesi,Pagi Sahaja,25,115,41,28,ADA,ADA,101.095313,4.606508966,YA
PERAK,PPD KINTA UTARA, IPOH TIMOR, PASIR PINJI,Rendah,SK,ABA2014,SEKOLAH KEBANGSAAN KAMPUNG PASIR PUTEH,TAMAN SHATIN,31650,IPOH,53219041,53233870,ABA2014@moe.edu.my,Bandar,B,SK,1 Sesi,Pagi Sahaja,50,771,,52,ADA,TIADA,101.074761,4.562289613,
PERAK,PPD KINTA UTARA, IPOH TIMOR, TEBING TINGGI,Rendah,SK,ABA2015,SEKOLAH KEBANGSAAN KUALA PARI,JALAN TOH PUAN RAHMAH,31450,MENGLEMBU,52821788,52821788,ABA2015@moe.edu.my,Bandar,B,SK,1 Sesi,Pagi Sahaja,25,383,,30,ADA,TIADA,101.0678129,4.57853477,
PERAK,PPD KINTA UTARA, IPOH TIMOR, TEBING TINGGI,Rendah,SK,ABA2016,SEKOLAH KEBANGSAAN PENGKALAN PEGOH,"JALAN SIMPANG PULAI, KG. PENGKALAN PEGOH",31500,LAHAT,53216399,53216399,ABA2016@moe.edu.my,Bandar,A,SK,2 Sesi,Pagi dan Petang,54,899,65,70,ADA,ADA,101.0696308,4.531342109,
PERAK,PPD KINTA SELATAN, GOPENG, SIMPANG PULAI,Rendah,SK,ABA2017,SEKOLAH KEBANGSAAN PENGKALAN BAHARU,"JALAN GOPENG, KG. KEPAYANG",31300,KG. KEPAYANG,53576199,53577962,ABA2017@moe.edu.my,Bandar,B,SK,2 Sesi,Pagi dan Petang,50,421,,32,ADA,TIADA,101.1189996,4.492805503,
PERAK,PPD KINTA SELATAN, BATU GAJAH, TRONOH,Rendah,SK,ABA2030,SEKOLAH KEBANGSAAN TOH INDERA WANGSA AHMAD,JALAN SULAIMAN,31000,BATU GAJAH,53661253,53652576,ABA2030@moe.edu.my,Bandar,B,SK,2 Sesi,Pagi dan Petang,75,807,,59,ADA,TIADA,101.040258,4.471507,
PERAK,PPD KINTA SELATAN, BATU GAJAH, TRONOH,Rendah,SK,ABA2031,SEKOLAH KEBANGSAAN SIPUTEH,SIPUTEH,31560,SIPUTEH,53660621,53660621,ABA2031@moe.edu.my,Bandar,B,SK,1 Sesi,Pagi Sahaja,74,706,22,54,ADA,ADA,100.997639,4.467954,
PERAK,PPD KINTA SELATAN, BATU GAJAH, TRONOH,Rendah,SK,ABA2032,SEKOLAH KEBANGSAAN TRONOH,JALAN BOTA LAMA,31750,TRONOH,53679414,53677410,ABA2032@moe.edu.my,Bandar,B,SK,2 Sesi,Pagi dan Petang,25,369,,31,ADA,TIADA,100.986224,4.418751,
PERAK,PPD KINTA SELATAN, GOPENG, SUNGAI RAPAT,Rendah,SK,ABA2033,SEKOLAH KEBANGSAAN KG. SERI RAHMAT,JALAN CHANGKAT LARANG,31500,LAHAT,53669417,53665516,ABA2033@moe.edu.my,Bandar,SKM C,SK,1 Sesi,Pagi Sahaja,0,97,,13,TIADA,TIADA,101.077179,4.50207,YA
PERAK,PPD KINTA SELATAN, KAMPAR, TUALANG SEKAH,Rendah,SK,ABA2034,SEKOLAH KEBANGSAAN TANJUNG TUALANG,BATU 7,31000,BATU GAJAH,53702155,53702155,ABA2034@moe.edu.my,Bandar,C,SK,1 Sesi,Pagi Sahaja,15,102,,17,ADA,TIADA,101.061239,4.368111,YA
PERAK,PPD KINTA SELATAN, KAMPAR, MALIM NAWAR,Rendah,SK,ABA2035,SEKOLAH KEBANGSAAN AYER PAPAN,KAMPUNG AYER PAPAN,31800,TANJONG TUALANG,53607099,53607099,ABA2035@moe.edu.my,Luar Bandar,SKM C,SK,1 Sesi,Pagi Sahaja,12,47,,13,ADA,TIADA,101.053742,4.311469,YA
PERAK,PPD KINTA SELATAN, KAMPAR, MALIM NAWAR,Rendah,SK,ABA2036,SEKOLAH KEBANGSAAN CHANGKAT TIN,CHANGKAT TIN,31800,TANJUNG TUALANG,53607925,53607925,ABA2036@moe.edu.my,Luar Bandar,B,SK,1 Sesi,Pagi Sahaja,14,105,24,23,ADA,ADA,101.052636,4.278091,YA
PERAK,PPD KINTA SELATAN, KAMPAR, TUALANG SEKAH,Rendah,SK,ABA2038,SEKOLAH KEBANGSAAN BAKAP,JALAN TG. TUALANG,31000,BATU GAJAH,53668792,53668792,ABA2038@moe.edu.my,Bandar,B,SK,1 Sesi,Pagi Sahaja,25,361,,30,ADA,TIADA,101.044991,4.444662,
PERAK,PPD KINTA UTARA, TAMBUN, HULU KINTA,Rendah,SK,ABA2039,SEKOLAH KEBANGSAAN PASUKAN POLIS HUTAN,JALAN PASUKAN POLIS HUTAN,31150,ULU KINTA,55335358,55331131,ABA2039@moe.edu.my,Bandar,A,SK,1 Sesi,Pagi Sahaja,75,867,83,79,ADA,ADA,101.1712708,4.655241326,
PERAK,PPD KINTA SELATAN, KAMPAR, MALIM NAWAR,Rendah,SK,ABA2040,SEKOLAH KEBANGSAAN AYER DENAK,TRONOH,31750,TRONOH,TIADA,TIADA,ABA2040@moe.edu.my,Bandar,SKM C,SK,1 Sesi,Pagi Sahaja,0,65,,13,TIADA,TIADA,101.013205,4.350163,
PERAK,PPD KINTA UTARA, TAMBUN, MANJOI,Rendah,SK,ABA2041,SEKOLAH KEBANGSAAN MANJOI (SATU),"JALAN  MASJID, KG. MANJOI",30020,IPOH,55260408,55286572,ABA2041@moe.edu.my,Bandar,B,SK,2 Sesi,Pagi dan Petang,50,382,,33,ADA,TIADA,101.071705,4.618595,
PERAK,PPD KINTA UTARA, IPOH BARAT, BUNTONG,Rendah,SK,ABA2042,SEKOLAH KEBANGSAAN GURU KALGIDHAR,"JALAN GUNTONG, BUNTONG",30100,IPOH,52413269,TIADA,ABA2042@moe.edu.my,Bandar,C,SBK,1 Sesi,Pagi Sahaja,0,35,,15,TIADA,TIADA,101.064374,4.592886,YA
PERAK,PPD KINTA UTARA, TAMBUN, MANJOI,Rendah,SK,ABA2043,SEKOLAH KEBANGSAAN MANJOI (DUA),JALAN MASJID KG. MANJOI,30020,IPOH,55265441,55268129,ABA2043@moe.edu.my,Bandar,B,SK,2 Sesi,Pagi dan Petang,50,257,,29,ADA,TIADA,101.0720727,4.618859166,
PERAK,PPD KINTA UTARA, TAMBUN, MANJOI,Rendah,SK KHAS,ABA2044,SEKOLAH KEBANGSAAN PENDIDIKAN KHAS IPOH,"JALAN KUALA KANGSAR, ANJUNG TAWAS",31200,CHEMOR,52910310,52910311,ABA2044@moe.edu.my,Bandar,C,SK,1 Sesi,Pagi Sahaja,10,96,,30,ADA,TIADA,101.106403,4.655060648,
PERAK,PPD KINTA UTARA, TAMBUN, MANJOI,Rendah,SK,ABA2045,SEKOLAH KEBANGSAAN JELAPANG,TAMAN MERU,30020,IPOH,55265553,55285158,ABA2045@moe.edu.my,Bandar,A,SK,2 Sesi,Pagi dan Petang,75,925,,74,ADA,TIADA,101.068498,4.650460464,
PERAK,PPD KINTA UTARA, TAMBUN, MANJOI,Rendah,SK,ABA2046,SEKOLAH KEBANGSAAN DATO' AHMAD SAID TAMBAHAN,LEBUH RAJAWALI,30020,IPOH,55268889,55268889,ABA2046@moe.edu.my,Bandar,B,SK,1 Sesi,Pagi Sahaja,75,646,,51,ADA,TIADA,101.0676661,4.627647702,
PERAK,PPD KINTA UTARA, GOPENG, SIMPANG PULAI,Rendah,SK,ABA2047,SEKOLAH KEBANGSAAN POS RAYA,JALAN CAMERON HIGHLANDS,31300,KG KEPAYANG,TIADA,TIADA,ABA2047@moe.edu.my,Luar Bandar,B,SK,1 Sesi,Pagi Sahaja,21,205,,24,ADA,TIADA,101.25402,4.574771,
PERAK,PPD KINTA UTARA, TAMBUN, HULU KINTA,Rendah,SK,ABA2049,SEKOLAH KEBANGSAAN SERI TANJUNG,TANJUNG RAMBUTAN,31250,TANJONG RAMBUTAN,TIADA,TIADA,ABA2049@moe.edu.my,Bandar,SKM B,SK,1 Sesi,Pagi Sahaja,0,132,,15,TIADA,TIADA,101.194428,4.693184,
PERAK,PPD KINTA UTARA, GOPENG, SUNGAI RAPAT,Rendah,SK,ABA2050,SEKOLAH KEBANGSAAN SERI AMPANG,JLN RAJA MUSA MAHADI,31350,IPOH,53120663,53126046,ABA2050@moe.edu.my,Bandar,A,SK,1 Sesi,Pagi Sahaja,50,840,,58,ADA,TIADA,101.126254,4.584,
PERAK,PPD KINTA UTARA, IPOH TIMOR, PASIR PINJI,Rendah,SK,ABA2051,SEKOLAH KEBANGSAAN JALAN PEGOH,"LRG. PEGOH 4, TMN. PENGKALAN JAYA",31650,IPOH,53214701,53220982,ABA2051@moe.edu.my,Bandar,A,SK,1 Sesi,Pagi Sahaja,75,863,,60,ADA,TIADA,101.080888,4.554196,
PERAK,PPD KINTA UTARA, TAMBUN, MANJOI,Rendah,SK,ABA2052,SEKOLAH KEBANGSAAN SERI KELEBANG,KG SERI KELEBANG,31200,CHEMOR,52916844,52924485,ABA2052@moe.edu.my,Bandar,A,SK,1 Sesi,Pagi Sahaja,75,898,,59,ADA,TIADA,101.096706,4.656919,
PERAK,PPD KINTA UTARA, TAMBUN, HULU KINTA,Rendah,SK,ABA2053,SEKOLAH KEBANGSAAN PERPADUAN,TAMAN PERPADUAN,31150,ULU KINTA,55333859,55333878,ABA2053@moe.edu.my,Bandar,B,SK,2 Sesi,Pagi dan Petang,50,720,,63,ADA,TIADA,101.150659,4.635484,
PERAK,PPD KINTA UTARA, IPOH TIMOR, CANNING,Rendah,SK,ABA2055,SEKOLAH KEBANGSAAN RAJA CHULAN,DESA CEMPAKA,31400,IPOH,55456599,55456599,ABA2055@moe.edu.my,Bandar,B,SK,1 Sesi,Pagi Sahaja,50,510,52,47,ADA,ADA,101.129539,4.590531,
PERAK,PPD KINTA UTARA, GOPENG, SUNGAI RAPAT,Rendah,SK,ABA2056,SEKOLAH KEBANGSAAN TAMAN BERSATU,SIMPANG PULAI,31300,KG KEPAYANG,53577355,53573068,ABA2056@moe.edu.my,Bandar,B,SK,1 Sesi,Pagi Sahaja,49,752,,52,ADA,TIADA,101.121254,4.535151,
PERAK,PPD KINTA UTARA, GOPENG, SUNGAI RAPAT,Rendah,SK,ABA2057,SEKOLAH KEBANGSAAN PENGKALAN,TAMAN PINJI MEWAH,31500,LAHAT,53226860,53213563,ABA2057@moe.edu.my,Bandar,A,SK,2 Sesi,Pagi dan Petang,25,1182,,76,ADA,TIADA,101.0858248,4.531900345,
PERAK,PPD KINTA UTARA, TAMBUN, MANJOI,Rendah,SK,ABA2058,SEKOLAH KEBANGSAAN JATI,"JALAN TAMAN JATI 1, TAMAN JATI, JELAPANG",30020,IPOH,55286863,55287863,ABA2058@moe.edu.my,Bandar,B,SK,1 Sesi,Pagi Sahaja,50,684,,54,ADA,TIADA,101.074223,4.656033166,
PERAK,PPD KINTA UTARA, TAMBUN, HULU KINTA,Rendah,SK,ABA2059,SEKOLAH KEBANGSAAN BANDAR BARU PUTERA,JALAN BERCHAM,31400,IPOH,55333959,55331320,ABA2059@moe.edu.my,Bandar,B,SK,1 Sesi,Pagi Sahaja,50,814,,58,ADA,TIADA,101.1444888,4.663392974,
PERAK,PPD KINTA UTARA, BATU GAJAH, JELAPANG,Rendah,SK,ABA2060,SEKOLAH KEBANGSAAN SILIBIN,"PERSIARAN JELAPANG 13,TAMAN SILIBIN",30100,IPOH,55264416,55264416,ABA2060@moe.edu.my,Bandar,B,SK,1 Sesi,Pagi Sahaja,25,315,,31,ADA,TIADA,101.051196,4.61821,
PERAK,PPD KINTA UTARA, IPOH BARAT, BERCHAM,Rendah,SK,ABA2061,SEKOLAH KEBANGSAAN TASEK DERMAWAN,"KAMPUNG TERSUSUN TASEK, BERCHAM",31400,IPOH,55483749,55484751,ABA2061@moe.edu.my,Bandar,B,SK,1 Sesi,Pagi Sahaja,50,433,,34,ADA,TIADA,101.1193229,4.639548355,
PERAK,PPD KINTA UTARA, GOPENG, SIMPANG PULAI,Rendah,SK,ABA2062,SEKOLAH KEBANGSAAN SIMPANG PULAI,JALAN BESAR KG MERAWAN INDAH,31300,KG KEPAYANG,53572939,53572939,ABA2062@moe.edu.my,Bandar,B,SK,1 Sesi,Pagi Sahaja,48,403,54,46,ADA,ADA,101.119495,4.519763,
PERAK,PPD KINTA UTARA, GOPENG, SUNGAI RAPAT,Rendah,SK,ABA2063,SEKOLAH KEBANGSAAN RAPAT JAYA,KG. RAPAT JAYA TAMBAHAN,31350,IPOH,53115996,53125997,ABA2063@moe.edu.my,Bandar,B,SK,1 Sesi,Pagi Sahaja,75,510,,39,ADA,TIADA,101.090724,4.550161,
PERAK,PPD KINTA UTARA, IPOH TIMOR, PASIR PINJI,Rendah,SK,ABA2064,SEKOLAH KEBANGSAAN PINJI,PERSIARAN BUNGA RAYA,31650,IPOH,53211778,53211778,ABA2064@moe.edu.my,Bandar,B,SK,1 Sesi,Pagi Sahaja,25,383,53,41,ADA,ADA,101.081198,4.565475523,
PERAK,PPD KINTA UTARA, TAMBUN, MANJOI,Rendah,SK,ABA2065,SEKOLAH KEBANGSAAN JELAPANG JAYA,"LALUAN KERANJI 5, KG DATO' AHMAD SAID TAMBAHAN 3",30020,IPOH,55261511,55261511,ABA2065@moe.edu.my,Bandar,B,SK,1 Sesi,Pagi Sahaja,28,148,50,30,ADA,ADA,101.075136,4.634638,YA
PERAK,PPD KINTA UTARA, IPOH BARAT, BUNTONG,Rendah,SK,ABA2066,SEKOLAH KEBANGSAAN BUNTONG,PERSIARAN DESA RISHAH (S) 1/1B,30100,IPOH,52810279,52810355,ABA2066@moe.edu.my,Bandar,B,SK,1 Sesi,Pagi Sahaja,32,219,47,30,ADA,ADA,101.046632,4.58698,
PERAK,PPD KINTA SELATAN, GOPENG, SUNGAI RAPAT,Rendah,SK,ABA2067,SEKOLAH KEBANGSAAN SERI JAYA,"KAMPONG SERI JAYA, JALAN CHANGKAT LARANG",31000,BATU GAJAH,53651561,53651561,ABA2067@moe.edu.my,Bandar,B,SK,1 Sesi,Pagi Sahaja,48,465,25,39,ADA,ADA,101.064665,4.478902,
PERAK,PPD KINTA UTARA, GOPENG, SUNGAI RAPAT,Rendah,SK,ABA2068,SEKOLAH KEBANGSAAN RAPAT SETIA,JALAN TENAGA,31350,IPOH,53135443,53129107,ABA2068@moe.edu.my,Bandar,B,SK,1 Sesi,Pagi Sahaja,71,442,,40,ADA,TIADA,101.1256958,4.567579449,
PERAK,PPD KINTA UTARA, GOPENG, SUNGAI RAPAT,Rendah,SK,ABA2069,SEKOLAH KEBANGSAAN WIRA JAYA,HALAMAN AMPANG,31350,IPOH,53188132,53188131,ABA2069@moe.edu.my,Bandar,B,SK,1 Sesi,Pagi Sahaja,25,301,,28,ADA,TIADA,101.137528,4.585242276,
PERAK,PPD KINTA UTARA, IPOH BARAT, KEPAYANG,Rendah,SK,ABA2070,SEKOLAH KEBANGSAAN SERI MUTIARA,JALAN TUNKU ABDUL RAHMAN,30010,IPOH,55061925,55060410,ABA2070@moe.edu.my,Bandar,B,SK,1 Sesi,Pagi Sahaja,56,245,52,47,ADA,ADA,101.0826627,4.63230319,
PERAK,PPD KINTA UTARA, TAMBUN, MANJOI,Rendah,SK,ABA2071,SEKOLAH KEBANGSAAN TASIK DAMAI,JALAN TAWAS BARU UTARA,30010,IPOH,52931151,52931151,ABA2071@moe.edu.my,Bandar,A,SK,2 Sesi,Pagi dan Petang,50,837,51,75,ADA,ADA,101.103025,4.656515,
PERAK,PPD KINTA UTARA, TAMBUN, HULU KINTA,Rendah,SK,ABA2072,SEKOLAH KEBANGSAAN PAKATAN JAYA,TAMAN PAKATAN JAYA,31150,ULU KINTA,55365681,55365686,ABA2072@moe.edu.my,Bandar,A,SK,1 Sesi,Pagi Sahaja,50,1110,,73,ADA,TIADA,101.1444562,4.639264785,
PERAK,PPD KINTA UTARA, TAMBUN, MANJOI,Rendah,SK,ABA2073,SEKOLAH KEBANGSAAN KELEBANG JAYA,PLOT 2597,31200,CHEMOR,52912534,52910849,ABA2073@moe.edu.my,Bandar,A,SK,2 Sesi,Pagi dan Petang,50,1418,,85,ADA,TIADA,101.107051,4.688368,
PERAK,PPD KINTA UTARA, TAMBUN, HULU KINTA,Rendah,SK,ABA2074,SEKOLAH KEBANGSAAN TANAH HITAM,JALAN ULU KUANG,31200,CHEMOR,52012145,52012416,ABA2074@moe.edu.my,Bandar,B,SK,1 Sesi,Pagi Sahaja,50,712,,43,ADA,TIADA,101.149156,4.742995,
PERAK,PPD KINTA UTARA, TAMBUN, MANJOI,Rendah,SK,ABA2075,SEKOLAH KEBANGSAAN MERU RAYA,LEBUH MERU RAYA,30020,IPOH,55253417,55253468,ABA2075@moe.edu.my,Bandar,A,SK,2 Sesi,Pagi dan Petang,99,905,60,73,ADA,ADA,101.089645,4.670887,
PERAK,PPD KERIAN, BAGAN SERAI, ALOR PONGSU,Rendah,SK,ABA3001,SEKOLAH KEBANGSAAN ALOR PONGSU,JALAN SELAMA ALOR PONGSU,34300,BAGAN SERAI,57217675,57219167,ABA3001@moe.edu.my,Luar Bandar,B,SK,1 Sesi,Pagi Sahaja,71,485,36,53,ADA,ADA,100.5923582,5.056039897,
PERAK,PPD KERIAN, BAGAN SERAI, GUNONG SEMANGGOL,Rendah,SK,ABA3002,SEKOLAH KEBANGSAAN BAGAN SERAI,LORONG SEKOLAH,34300,BAGAN SERAI,57210423,57219352,ABA3002@moe.edu.my,Bandar,B,SK,1 Sesi,Pagi Sahaja,57,299,86,53,ADA,ADA,100.537224,5.011188,
PERAK,PPD KERIAN, BAGAN SERAI, GUNONG SEMANGGOL,Rendah,SK,ABA3003,SEKOLAH KEBANGSAAN BUKIT MERAH,PEKAN BUKIT MERAH,34310,BAGAN SERAI,57218827,57218029,ABA3003@moe.edu.my,Luar Bandar,B,SK,1 Sesi,Pagi Sahaja,25,304,,33,ADA,TIADA,100.654248,5.043386,
PERAK,PPD KERIAN, BAGAN SERAI, ALOR PONGSU,Rendah,SK,ABA3004,SEKOLAH KEBANGSAAN CHANGKAT LOBAK,CHANGKAT LOBAK,34310,BAGAN SERAI,58395732,58395953,ABA3004@moe.edu.my,Bandar,B,SK,1 Sesi,Pagi Sahaja,16,164,,19,ADA,TIADA,100.632228,5.128415,
PERAK,PPD KERIAN, BAGAN SERAI, GUNONG SEMANGGOL,Rendah,SK,ABA3005,SEKOLAH KEBANGSAAN DATO' MAS'UD,JALAN KAMPUNG KEDAH,34300,BAGAN SERAI,57218013,57210600,ABA3005@moe.edu.my,Bandar,C,SK,1 Sesi,Pagi Sahaja,25,115,,18,ADA,TIADA,100.555583,4.969275292,YA
PERAK,PPD KERIAN, PARIT BUNTAR, KUALA KURAU,Rendah,SK,ABA3006,SEKOLAH KEBANGSAAN KUALA KURAU,JALAN BESAR KUALA KURAU,34350,KUALA KURAU,57277900,57278311,ABA3006@moe.edu.my,Bandar,B,SK,1 Sesi,Pagi Sahaja,64,323,58,47,ADA,ADA,100.433278,5.019701,
PERAK,PPD KERIAN, BAGAN SERAI, ALOR PONGSU,Rendah,SK,ABA3007,SEKOLAH KEBANGSAAN MATANG GERDU,JALAN SIAKAP,34300,BAGAN SERAI,57216541,57219667,ABA3007@moe.edu.my,Bandar,A,SK,1 Sesi,Pagi Sahaja,104,999,,68,ADA,TIADA,100.498869,5.019394,
PERAK,PPD KERIAN, BAGAN SERAI, ALOR PONGSU,Rendah,SK,ABA3008,SEKOLAH KEBANGSAAN MATANG JELUTONG,"KG MATANG JELUTONG, JALAN SELAMA",34300,BAGAN SERAI,57210663,57216618,ABA3008@moe.edu.my,Bandar,B,SK,1 Sesi,Pagi Sahaja,24,121,,17,ADA,TIADA,100.5625443,5.033052634,YA
PERAK,PPD KERIAN, BAGAN SERAI, GUNONG SEMANGGOL,Rendah,SK,ABA3009,SEKOLAH KEBANGSAAN PARIT HAJI TAIB,PARIT HAJI TAIB,34300,BAGAN SERAI,1165750548,57141308,ABA3009@moe.edu.my,Bandar,B,SK,1 Sesi,Pagi Sahaja,22,176,,18,ADA,TIADA,100.5753836,5.01918015,
PERAK,PPD KERIAN, BAGAN SERAI, SELINSING,Rendah,SK,ABA3010,SEKOLAH KEBANGSAAN PARIT HAJI AMAN,PARIT HAJI AMAN,34300,BAGAN SERAI,1165750540,TIADA,ABA3010@moe.edu.my,Bandar,B,SK,1 Sesi,Pagi Sahaja,50,201,,25,ADA,TIADA,100.5999761,5.016692406,
PERAK,PPD KERIAN, BAGAN SERAI, ALOR PONGSU,Rendah,SK,ABA3011,SEKOLAH KEBANGSAAN SUNGAI BOGAK,KAMPUNG SUNGAI BOGAK,34300,BAGAN SERAI,57214509,57217705,ABA3011@moe.edu.my,Bandar,B,SK,1 Sesi,Pagi Sahaja,25,151,,18,ADA,TIADA,100.5175521,5.04571969,
PERAK,PPD KERIAN, PARIT BUNTAR, KUALA KURAU,Rendah,SK,ABA3012,SEKOLAH KEBANGSAAN SRI SIAKAP,SIMPANG TIGA,34350,KUALA KURAU,57277340,57270106,ABA3012@moe.edu.my,Bandar,B,SK,1 Sesi,Pagi Sahaja,50,318,,31,ADA,TIADA,100.4405784,5.030417276,
PERAK,PPD KERIAN, BAGAN SERAI, GUNONG SEMANGGOL,Rendah,SK,ABA3013,SEKOLAH KEBANGSAAN TEBUK PANCUR,SIMPANG EMPAT,34400,SEMANGGOL,58902343,58904497,ABA3013@moe.edu.my,Bandar,B,SK,1 Sesi,Pagi Sahaja,25,158,,22,ADA,TIADA,100.6514987,5.0140685,
PERAK,PPD KERIAN, BAGAN SERAI, SELINSING,Rendah,SK,ABA3014,SEKOLAH KEBANGSAAN TELUK MEDAN,"JALAN TAIPING, TELUK MEDAN",34300,BAGAN SERAI,57219190,57210719,ABA3014@moe.edu.my,Bandar,B,SK,1 Sesi,Pagi Sahaja,37,254,16,33,ADA,ADA,100.5758661,4.987589024,
PERAK,PPD KERIAN, PARIT BUNTAR, KUALA KURAU,Rendah,SK,ABA3015,SEKOLAH KEBANGSAAN TELOK PIAL,TELOK PIAL,34350,KUALA KURAU,57279980,57279980,ABA3015@moe.edu.my,Bandar,C,SK,1 Sesi,Pagi Sahaja,24,107,,18,ADA,TIADA,100.413725,5.040299,YA
PERAK,PPD KERIAN, BAGAN SERAI, ALOR PONGSU,Rendah,SK,ABA3016,SEKOLAH KEBANGSAAN JALAN BAHARU,JALAN BAHARU,34200,PARIT BUNTAR,57169629,57174314,ABA3016@moe.edu.my,Bandar,B,SK,1 Sesi,Pagi Sahaja,75,386,,43,ADA,TIADA,100.468871,5.0602518,
PERAK,PPD KERIAN, PARIT BUNTAR, TITI SERONG,Rendah,SK,ABA3017,SEKOLAH KEBANGSAAN HAJI RAMLI,KEDAI EMPAT,34250,TANJONG PIANDANG,57162169,57162170,ABA3017@moe.edu.my,Bandar,B,SK,1 Sesi,Pagi Sahaja,25,206,,18,ADA,TIADA,100.4358098,5.108283803,
PERAK,PPD KERIAN, PARIT BUNTAR, TITI SERONG,Rendah,SK,ABA3018,SEKOLAH KEBANGSAAN KAMPONG KEDAH,KAMPONG KEDAH,34200,PARIT BUNTAR,57175767,57176907,ABA3018@moe.edu.my,Bandar,B,SK,1 Sesi,Pagi Sahaja,10,194,,22,ADA,TIADA,100.4793424,5.1169707,
PERAK,PPD KERIAN, PARIT BUNTAR, TITI SERONG,Rendah,SK,ABA3019,SEKOLAH KEBANGSAAN SRI KERIAN,JALAN RIA,34200,PARIT BUNTAR,57164814,57172640,ABA3019@moe.edu.my,Bandar,B,SK,1 Sesi,Pagi Sahaja,33,240,51,40,ADA,ADA,100.4880273,5.1274029,
PERAK,PPD KERIAN, PARIT BUNTAR, TITI SERONG,Rendah,SK,ABA3020,SEKOLAH KEBANGSAAN PARIT HJ WAHAB,TANJONG PIANDANG,34250,TANJONG PIANDANG,57250532,57257535,ABA3020@moe.edu.my,Bandar,B,SK,1 Sesi,Pagi Sahaja,13,203,,28,ADA,TIADA,100.4256107,5.088099876,
PERAK,PPD KERIAN, PARIT BUNTAR, TITI SERONG,Rendah,SK,ABA3021,SEKOLAH KEBANGSAAN PARIT TOK NGAH,JALAN BAHARU,34200,PARIT BUNTAR,57175646,57175646,ABA3021@moe.edu.my,Bandar,C,SK,1 Sesi,Pagi Sahaja,16,102,,16,ADA,TIADA,100.4575414,5.0798301,YA
PERAK,PPD KERIAN, PARIT BUNTAR, KUALA KURAU,Rendah,SK,ABA3022,SEKOLAH KEBANGSAAN SUNGAI BAHARU,SUNGAI BAHARU,34350,KUALA KURAU,57250807,57256650,ABA3022@moe.edu.my,Bandar,B,SK,1 Sesi,Pagi Sahaja,25,167,,18,ADA,TIADA,100.3944635,5.041249514,
PERAK,PPD KERIAN, PARIT BUNTAR, KUALA KURAU,Rendah,SK,ABA3023,SEKOLAH KEBANGSAAN SUNGAI BURONG,PARIT TELOK PIAL,34350,KUALA KURAU,1165750542,TIADA,ABA3023@moe.edu.my,Bandar,B,SK,1 Sesi,Pagi Sahaja,22,152,,18,ADA,TIADA,100.438003,5.053268,
PERAK,PPD KERIAN, PARIT BUNTAR, TITI SERONG,Rendah,SK,ABA3024,SEKOLAH KEBANGSAAN SUNGAI STAR,JALAN SEMPADAN,34200,PARIT BUNTAR,57167323,57175909,ABA3024@moe.edu.my,Bandar,B,SK,1 Sesi,Pagi Sahaja,44,204,,23,ADA,TIADA,100.4527607,5.12723131,
PERAK,PPD KERIAN, BAGAN SERAI, ALOR PONGSU,Rendah,SK,ABA3025,SEKOLAH KEBANGSAAN TANAH KEBUN,TANAH KEBUN,34200,PARIT BUNTAR,57173005,TIADA,aba3025@moe.edu.my,Bandar,B,SK,1 Sesi,Pagi Sahaja,64,449,,37,ADA,TIADA,100.4800051,5.076489433,
PERAK,PPD KERIAN, PARIT BUNTAR, KUALA KURAU,Rendah,SK,ABA3026,SEKOLAH KEBANGSAAN TANJONG PIANDANG,JALAN ATAS,34250,TANJONG PIANDANG,57250228,57255524,ABA3026@moe.edu.my,Bandar,B,SK,1 Sesi,Pagi Sahaja,72,464,43,61,ADA,ADA,100.3932061,5.076200844,
